Entity,Code,Year,Wind consumption - TWh,Hydro consumption - TWh,Solar consumption - TWh,Nuclear consumption - TWh,Biofuels consumption - TWh,Other renewables (including geothermal and biomass) - TWh,Coal consumption - TWh,Oil consumption - TWh,Gas consumption - TWh
Africa,,1965,0,38.626762,0,0,0,0,323.49615,341.07257,9.57193
Africa,,1966,0,43.083344,0,0,0,0,323.12222,369.46457,10.6980915
Africa,,1967,0,44.973988,0,0,0,0,330.2916,368.28156,10.573844
Africa,,1968,0,52.606503,0,0,0,0,343.51288,389.57162,10.717145
Africa,,1969,0,61.391357,0,0,0,0,346.64288,397.3726,12.520175
Africa,,1970,0,76.75119,0,0,0,0,360.75693,434.28757,15.5485
Africa,,1971,0,72.259415,0,0,0,0.5125,383.0123,472.22516,18.405264
Africa,,1972,0,82.31443,0,0,0,0.515625,384.21082,509.09583,24.670658
Africa,,1973,0,87.0714,0,0,0,0.53125,408.91034,549.6427,39.551792
Africa,,1974,0,99.07521,0,0,0,0.546875,425.6462,570.538,44.518486
Africa,,1975,0,104.77214,0,0,0,0.5375,451.0805,598.6075,53.63838
Africa,,1976,0,116.10454,0,0,0,0.578125,481.07416,651.3652,60.98139
Africa,,1977,0,127.57991,0,0,0,0.590625,491.69846,692.9117,68.23419
Africa,,1978,0,128.63037,0,0,0,0.609375,477.8156,730.7279,97.369896
Africa,,1979,0,137.6812,0,0,0,0.628125,507.24698,770.22455,148.84282
Africa,,1980,0,134.19939,0,0,0,0.646875,543.55707,818.9584,186.91397
Africa,,1981,0,139.42473,0,0,0,0.68125,635.79877,887.7277,228.49115
Africa,,1982,0,139.46176,0,0,0,0.7375,701.17584,930.6774,246.73354
Africa,,1983,0,125.686554,0,0,0,0.71875,713.2461,964.2179,271.27536
Africa,,1984,0,123.58326,0,10.902778,0,0.73125,762.8979,978.6124,259.9028
Africa,,1985,0,137.36023,0,14.763888,0,0.840625,787.1659,1003.6883,278.84274
Africa,,1986,0,142.07048,0,24.452778,0,2.059375,805.356,979.9832,313.27118
Africa,,1987,0,136.26794,0,17.130554,0,2.05625,828.3197,1037.7959,323.38437
Africa,,1988,0,148.87071,0,29.14722,0,1.95625,890.1608,1081.3895,358.44455
Africa,,1989,0,156.32281,0,30.830555,0,1.9281249,835.6209,1117.3824,371.47104
Africa,,1990,0,159.04071,0,23.469444,0,2.5179687,877.6783,1138.2854,398.6454
Africa,,1991,0,168.47635,0,25.4,0,2.5679617,853.76215,1142.5394,401.6356
Africa,,1992,0,160.72302,0,25.8,0,2.668583,858.8311,1162.5455,421.27026
Africa,,1993,0.0055555557,157.4514,0,20.152777,0,2.9667873,871.7139,1175.4089,412.64398
Africa,,1994,0.015,159.98903,0,26.93611,0,2.645923,894.4478,1213.8041,431.82797
Africa,,1995,0.0175,165.97299,0,31.391665,0,3.21395,922.4713,1253.9824,461.2435
Africa,,1996,0.019722221,173.0496,0,32.708332,0,3.9619904,935.2283,1282.5608,484.19174
Africa,,1997,0.02,177.31082,0,35.130554,0,4.36372,959.0191,1322.649,474.47556
Africa,,1998,0.02111111,185.15245,0,37.780552,0,5.3882375,937.039,1351.2659,499.337
Africa,,1999,0.054999996,196.34517,0,35.658333,0,5.343073,966.0107,1400.9159,504.01962
Africa,,2000,0.48749998,209.17242,0.033586107,36.13889,0,7.1091027,963.7305,1408.781,556.8223
Africa,,2001,1.1480111,223.51,0.041582875,29.610498,0,7.3381705,975.9263,1431.3003,634.63617
Africa,,2002,1.2152985,233.06349,0.04508962,32.85205,0.49108192,7.2253675,934.42163,1465.1776,670.63605
Africa,,2003,1.4593978,225.11453,0.052540313,34.50408,0.5419653,8.26737,1017.0484,1499.0969,711.5361
Africa,,2004,2.082064,236.3867,0.06302136,36.219845,0.6372228,9.415708,1119.162,1569.3588,830.44904
Africa,,2005,2.0978177,238.82562,0.072864145,30.356596,0,9.591885,1039.073,1643.527,808.0279
Africa,,2006,2.279698,246.13551,0.09382676,26.807484,0.07218361,11.994281,1054.0972,1669.9397,843.7478
Africa,,2007,2.702996,253.20493,0.117366515,30.098404,0.7845475,9.998439,1071.6333,1727.311,900.4146
Africa,,2008,3.4615157,255.83662,0.16492605,34.311344,0.58101505,10.382087,1180.7251,1799.118,956.9722
Africa,,2009,4.1720614,261.33035,0.21927723,33.611546,0.31096834,11.407796,1176.0021,1870.0795,941.2384
Africa,,2010,5.949803,280.43506,0.52373844,35.226562,0.18840416,12.049489,1167.1664,1958.0597,981.41986
Africa,,2011,6.1860676,286.87418,1.5202068,33.42487,0.5052289,12.458036,1149.0251,1958.3862,1061.5934
Africa,,2012,6.488918,285.77594,2.446318,33.42122,0.87925774,13.458666,1120.1858,2105.0354,1147.4296
Africa,,2013,9.196353,300.0538,1.8866906,36.07672,0.681545,14.44421,1132.1521,2203.0942,1170.0558
Africa,,2014,12.881439,315.95694,4.7216215,35.099236,0.6882433,17.60264,1185.7092,2253.4895,1202.3505
Africa,,2015,22.56447,306.24426,8.9771805,30.979748,0.83634055,22.571806,1123.2714,2320.0535,1307.7611
Africa,,2016,28.087133,299.8301,13.212791,37.75377,0.65808946,22.86489,1191.6321,2315.4639,1350.4667
Africa,,2017,34.034718,313.8263,17.27819,35.4825,0.64551115,23.54982,1192.7725,2349.5767,1455.7446
Africa,,2018,36.727165,334.36368,20.731688,28.80597,1.0126725,25.695318,1170.1365,2337.529,1553.0098
Africa,,2019,47.730564,341.1829,27.308928,32.80198,1.359475,25.95625,1239.35,2364.799,1576.5094
Africa,,2020,47.188435,363.97272,37.48527,24.45185,1.4392875,24.987646,1199.677,2145.362,1541.8435
Africa,,2021,56.552845,383.02304,42.999603,30.431034,1.4212295,25.196325,1204.3943,2333.0635,1765.4915
Africa,,2022,60.74717,397.85297,42.32603,24.815725,1.3052491,26.470917,1150.9288,2468.4685,1753.9181
Africa,,2023,69.292496,407.60355,46.250473,19.756098,1.1475792,30.409824,1179.417,2474.7007,1790.8177
Africa,,2024,70.906006,414.81897,50.888393,19.024391,1.1597563,33.729378,1194.9971,2543.7734,1780.349
Africa (EI),,1965,0,38.626762,0,0,0,0,323.49615,341.07257,9.57193
Africa (EI),,1966,0,43.083344,0,0,0,0,323.12222,369.46457,10.6980915
Africa (EI),,1967,0,44.973988,0,0,0,0,330.2916,368.28156,10.573844
Africa (EI),,1968,0,52.606503,0,0,0,0,343.51288,389.57162,10.717145
Africa (EI),,1969,0,61.391357,0,0,0,0,346.64288,397.3726,12.520175
Africa (EI),,1970,0,76.75119,0,0,0,0,360.75693,434.28757,15.5485
Africa (EI),,1971,0,72.259415,0,0,0,0.5125,383.0123,472.22516,18.405264
Africa (EI),,1972,0,82.31443,0,0,0,0.515625,384.21082,509.09583,24.670658
Africa (EI),,1973,0,87.0714,0,0,0,0.53125,408.91034,549.6427,39.551792
Africa (EI),,1974,0,99.07521,0,0,0,0.546875,425.6462,570.538,44.518486
Africa (EI),,1975,0,104.77214,0,0,0,0.5375,451.0805,598.6075,53.63838
Africa (EI),,1976,0,116.10454,0,0,0,0.578125,481.07416,651.3652,60.98139
Africa (EI),,1977,0,127.57991,0,0,0,0.590625,491.69846,692.9117,68.23419
Africa (EI),,1978,0,128.63037,0,0,0,0.609375,477.8156,730.7279,97.369896
Africa (EI),,1979,0,137.6812,0,0,0,0.628125,507.24698,770.22455,148.84282
Africa (EI),,1980,0,134.19939,0,0,0,0.646875,543.55707,818.9584,186.91397
Africa (EI),,1981,0,139.42473,0,0,0,0.68125,635.79877,887.7277,228.49115
Africa (EI),,1982,0,139.46176,0,0,0,0.7375,701.17584,930.6774,246.73354
Africa (EI),,1983,0,125.686554,0,0,0,0.71875,713.2461,964.2179,271.27536
Africa (EI),,1984,0,123.58326,0,10.902778,0,0.73125,762.8979,978.6124,259.9028
Africa (EI),,1985,0,137.36023,0,14.763888,0,0.840625,787.1659,1003.6883,278.84274
Africa (EI),,1986,0,142.07048,0,24.452778,0,2.059375,805.356,979.9832,313.27118
Africa (EI),,1987,0,136.26794,0,17.130554,0,2.05625,828.3197,1037.7959,323.38437
Africa (EI),,1988,0,148.87071,0,29.14722,0,1.95625,890.1608,1081.3895,358.44455
Africa (EI),,1989,0,156.32281,0,30.830555,0,1.9281249,835.6209,1117.3824,371.47104
Africa (EI),,1990,0,159.04071,0,23.469444,0,2.5179687,877.6783,1138.2854,398.6454
Africa (EI),,1991,0,168.47635,0,25.4,0,2.5679617,853.76215,1142.5394,401.6356
Africa (EI),,1992,0,160.72302,0,25.8,0,2.668583,858.8311,1162.5455,421.27026
Africa (EI),,1993,0.0055555557,157.4514,0,20.152777,0,2.9667873,871.7139,1175.4089,412.64398
Africa (EI),,1994,0.015,159.98903,0,26.93611,0,2.645923,894.4478,1213.8041,431.82797
Africa (EI),,1995,0.0175,165.97299,0,31.391665,0,3.21395,922.4713,1253.9824,461.2435
Africa (EI),,1996,0.019722221,173.0496,0,32.708332,0,3.9619904,935.2283,1282.5608,484.19174
Africa (EI),,1997,0.02,177.31082,0,35.130554,0,4.36372,959.0191,1322.649,474.47556
Africa (EI),,1998,0.02111111,185.15245,0,37.780552,0,5.3882375,937.039,1351.2659,499.337
Africa (EI),,1999,0.054999996,196.34517,0,35.658333,0,5.343073,966.0107,1400.9159,504.01962
Africa (EI),,2000,0.48749998,209.17242,0.033586107,36.13889,0,7.1091027,963.7305,1408.781,556.8223
Africa (EI),,2001,1.1480111,223.51,0.041582875,29.610498,0,7.3381705,975.9263,1431.3003,634.63617
Africa (EI),,2002,1.2152985,233.06349,0.04508962,32.85205,0.49108192,7.2253675,934.42163,1465.1776,670.63605
Africa (EI),,2003,1.4593978,225.11453,0.052540313,34.50408,0.5419653,8.26737,1017.0484,1499.0969,711.5361
Africa (EI),,2004,2.082064,236.3867,0.06302136,36.219845,0.6372228,9.415708,1119.162,1569.3588,830.44904
Africa (EI),,2005,2.0978177,238.82562,0.072864145,30.356596,0,9.591885,1039.073,1643.527,808.0279
Africa (EI),,2006,2.279698,246.13551,0.09382676,26.807484,0.07218361,11.994281,1054.0972,1669.9397,843.7478
Africa (EI),,2007,2.702996,253.20493,0.117366515,30.098404,0.7845475,9.998439,1071.6333,1727.311,900.4146
Africa (EI),,2008,3.4615157,255.83662,0.16492605,34.311344,0.58101505,10.382087,1180.7251,1799.118,956.9722
Africa (EI),,2009,4.1720614,261.33035,0.21927723,33.611546,0.31096834,11.407796,1176.0021,1870.0795,941.2384
Africa (EI),,2010,5.949803,280.43506,0.52373844,35.226562,0.18840416,12.049489,1167.1664,1958.0597,981.41986
Africa (EI),,2011,6.1860676,286.87418,1.5202068,33.42487,0.5052289,12.458036,1149.0251,1958.3862,1061.5934
Africa (EI),,2012,6.488918,285.77594,2.446318,33.42122,0.87925774,13.458666,1120.1858,2105.0354,1147.4296
Africa (EI),,2013,9.196353,300.0538,1.8866906,36.07672,0.681545,14.44421,1132.1521,2203.0942,1170.0558
Africa (EI),,2014,12.881439,315.95694,4.7216215,35.099236,0.6882433,17.60264,1185.7092,2253.4895,1202.3505
Africa (EI),,2015,22.56447,306.24426,8.9771805,30.979748,0.83634055,22.571806,1123.2714,2320.0535,1307.7611
Africa (EI),,2016,28.087133,299.8301,13.212791,37.75377,0.65808946,22.86489,1191.6321,2315.4639,1350.4667
Africa (EI),,2017,34.034718,313.8263,17.27819,35.4825,0.64551115,23.54982,1192.7725,2349.5767,1455.7446
Africa (EI),,2018,36.727165,334.36368,20.731688,28.80597,1.0126725,25.695318,1170.1365,2337.529,1553.0098
Africa (EI),,2019,47.730564,341.1829,27.308928,32.80198,1.359475,25.95625,1239.35,2364.799,1576.5094
Africa (EI),,2020,47.188435,363.97272,37.48527,24.45185,1.4392875,24.987646,1199.677,2145.362,1541.8435
Africa (EI),,2021,56.552845,383.02304,42.999603,30.431034,1.4212295,25.196325,1204.3943,2333.0635,1765.4915
Africa (EI),,2022,60.74717,397.85297,42.32603,24.815725,1.3052491,26.470917,1150.9288,2468.4685,1753.9181
Africa (EI),,2023,69.292496,407.60355,46.250473,19.756098,1.1475792,30.409824,1179.417,2474.7007,1790.8177
Africa (EI),,2024,70.906006,414.81897,50.888393,19.024391,1.1597563,33.729378,1194.9971,2543.7734,1780.349
Algeria,DZA,1965,0,1.111111,0,0,0,0,0.81409997,15.4052515,7.4305
Algeria,DZA,1966,0,0.98611104,0,0,0,0,0.79084,20.272705,7.71925
Algeria,DZA,1967,0,1.1388888,0,0,0,0,0.60476,18.942032,7.48825
Algeria,DZA,1968,0,1.5638889,0,0,0,0,0.63965,20.167301,7.87325
Algeria,DZA,1969,0,1.0027777,0,0,0,0,0.81409997,21.305931,10.351687
Algeria,DZA,1970,0,1.611111,0,0,0,0,0.96528995,24.34768,9.730875
Algeria,DZA,1971,0,0.9166667,0,0,0,0,0.26749,27.44005,11.0494995
Algeria,DZA,1972,0,1.375,0,0,0,0,0.23259999,30.121414,12.830126
Algeria,DZA,1973,0,2.0888886,0,0,0,0,0.26749,32.900345,17.859186
Algeria,DZA,1974,0,1.3805555,0,0,0,0,0.22096999,36.54384,20.6745
Algeria,DZA,1975,0,0.9111111,0,0,0,0,0.27912,40.63067,28.49
Algeria,DZA,1976,0,1.0805556,0,0,0,0,0.54661,46.71773,33.6875
Algeria,DZA,1977,0,0.7472222,0,0,0,0,0.70943,52.806496,35.901253
Algeria,DZA,1978,0,0.6944444,0,0,0,0,0.36053002,54.607944,57.65375
Algeria,DZA,1979,0,0.80833334,0,0,0,0,0.83736,65.31862,81.52375
Algeria,DZA,1980,0,0.7138889,0,0,0,0,0.74432,66.20243,109.43625
Algeria,DZA,1981,0,1.0166667,0,0,0,0,0.52335,71.323074,142.25749
Algeria,DZA,1982,0,1.3305556,0,0,0,0,9.711049,75.57342,161.41125
Algeria,DZA,1983,0,0.65277773,0,0,0,0,8.66435,84.89242,176.71501
Algeria,DZA,1984,0,1.2555555,0,0,0,0,9.60638,94.00201,155.25125
Algeria,DZA,1985,0,1.7944444,0,0,0,0,10.025061,96.5538,153.8075
Algeria,DZA,1986,0,0.6944444,0,0,0,0,10.29255,98.021255,168.4375
Algeria,DZA,1987,0,1.3861111,0,0,0,0,12.30454,99.10052,172.2875
Algeria,DZA,1988,0,0.5083333,0,0,0,0,11.57185,99.1726,194.13625
Algeria,DZA,1989,0,0.62777776,0,0,0,0,9.78083,103.93666,182.68251
Algeria,DZA,1990,0,0.375,0,0,0,0,7.6641703,111.811615,195.09875
Algeria,DZA,1991,0,0.8138889,0,0,0,0,7.9084,110.627785,192.69249
Algeria,DZA,1992,0,0.55277777,0,0,0,0,9.397039,111.292656,198.94875
Algeria,DZA,1993,0,0.9805555,0,0,0,0,7.6525397,110.754875,178.54375
Algeria,DZA,1994,0,0.46111107,0,0,0,0,7.2106,106.050896,188.16875
Algeria,DZA,1995,0,0.5361111,0,0,0,0,7.2106,103.14229,202.22125
Algeria,DZA,1996,0,0.375,0,0,0,0,3.3959599,98.42208,207.7075
Algeria,DZA,1997,0,0.20833333,0,0,0,0,5.95456,97.64342,194.04001
Algeria,DZA,1998,0,0.5972222,0,0,0,0,6.37324,100.65875,200.68126
Algeria,DZA,1999,0,0.56388885,0,0,0,0,6.8268104,98.898346,205.10875
Algeria,DZA,2000,0,0.14999999,0,0,0,0,5.64055,103.13248,191.01294
Algeria,DZA,2001,0,0.19060774,0,0,0,0,6.5127997,106.77533,197.32211
Algeria,DZA,2002,0,0.15616438,0,0,0,0,8.54805,118.397224,194.83888
Algeria,DZA,2003,0,0.72207075,0,0,0,0,7.04778,123.17412,205.93169
Algeria,DZA,2004,0,0.6802168,0,0,0,0,8.40849,128.74683,211.89919
Algeria,DZA,2005,0,1.492742,0,0,0,0,6.9082203,134.21338,223.55988
Algeria,DZA,2006,0,0.58181816,0,0,0,0,10.25766,139.84572,228.4975
Algeria,DZA,2007,0,0.60106385,0,0,0,0,8.80391,156.39,233.80682
Algeria,DZA,2008,0,0.74670184,0,0,0,0,8.80391,169.91591,244.04189
Algeria,DZA,2009,0,0.8976378,0,0,0,0,5.65218,180.13443,262.1176
Algeria,DZA,2010,0,0.4505208,0.023697918,0,0,0,3.6053,181.61191,253.27226
Algeria,DZA,2011,0,0.9792746,0.046939768,0,0,0,3.19825,192.22765,267.9696
Algeria,DZA,2012,0,1.0025773,0.06887375,0,0,0,3.3959599,204.39526,298.74075
Algeria,DZA,2013,0,0.25319692,0.07314578,0,0,0,1.83754,213.57639,321.21512
Algeria,DZA,2014,0.0025445293,0.49109414,0.15267175,0,0,0,2.08177,221.92514,360.91824
Algeria,DZA,2015,0.04810126,0.3670886,0.14683543,0,0,0,1.5467899,236.14848,379.225
Algeria,DZA,2016,0.047869485,0.18090451,0.6155779,0,0,0,0.56987,229.56384,385.9625
Algeria,DZA,2017,0.0475,0.14,1.26,0,0,0,2.11666,225.51212,394.625
Algeria,DZA,2018,0.02487562,0.29104477,1.4999999,0,0,0,5.815,227.7859,434.08752
Algeria,DZA,2019,0.024752473,0.3762376,1.5222772,0,0,0,4.80319,236.9513,450.54623
Algeria,DZA,2020,0.019012345,0.12246914,1.691358,0,0,0,1.52353,211.92545,433.50037
Algeria,DZA,2021,0.02586207,0.022906404,1.635468,0,0,0,3.10521,221.2037,481.52914
Algeria,DZA,2022,0.039312042,0.039312042,1.5945946,0,0,0,2.17481,226.91005,503.38748
Algeria,DZA,2023,0.039024394,0.07073171,1.6682928,0,0,0,2.10503,238.2033,542.33026
Algeria,DZA,2024,0.03913131,0.12482927,1.6728634,0,0,0,1.7369871,250.97054,505.4759
Angola,AGO,1965,,,,0,0,,,,
Angola,AGO,1966,,,,0,0,,,,
Angola,AGO,1967,,,,0,0,,,,
Angola,AGO,1968,,,,0,0,,,,
Angola,AGO,1969,,,,0,0,,,,
Angola,AGO,1970,,,,0,0,,,,
Angola,AGO,1971,,,,0,0,,,,
Angola,AGO,1972,,,,0,0,,,,
Angola,AGO,1973,,,,0,0,,,,
Angola,AGO,1974,,,,0,0,,,,
Angola,AGO,1975,,,,0,0,,,,
Angola,AGO,1976,,,,0,0,,,,
Angola,AGO,1977,,,,0,0,,,,
Angola,AGO,1978,,,,0,0,,,,
Angola,AGO,1979,,,,0,0,,,,
Angola,AGO,1980,,,,0,0,,,,
Angola,AGO,1981,,,,0,0,,,,
Angola,AGO,1982,,,,0,0,,,,
Angola,AGO,1983,,,,0,0,,,,
Angola,AGO,1984,,,,0,0,,,,
Angola,AGO,1985,,,,0,0,,,,
Angola,AGO,1986,,,,0,0,,,,
Angola,AGO,1987,,,,0,0,,,,
Angola,AGO,1988,,,,0,0,,,,
Angola,AGO,1989,,,,0,0,,,,
Angola,AGO,1990,,,,0,0,,,,
Angola,AGO,1991,,,,0,0,,,,
Angola,AGO,1992,,,,0,0,,,,
Angola,AGO,1993,,,,0,0,,,,
Angola,AGO,1994,,,,0,0,,,,
Angola,AGO,1995,,,,0,0,,,,
Angola,AGO,1996,,,,0,0,,,,
Angola,AGO,1997,,,,0,0,,,,
Angola,AGO,1998,,,,0,0,,,,
Angola,AGO,1999,,,,0,0,,,,
Angola,AGO,2000,,,,0,0,,,,
Angola,AGO,2001,,,,0,0,,,,
Angola,AGO,2002,,,,0,0,,,,
Angola,AGO,2003,,,,0,0,,,,
Angola,AGO,2004,,,,0,0,,,,
Angola,AGO,2005,,,,0,0,,,,
Angola,AGO,2006,,,,0,0,,,,
Angola,AGO,2007,,,,0,0,,,,
Angola,AGO,2008,,,,0,0,,,,
Angola,AGO,2009,,,,0,0,,,,
Angola,AGO,2010,,,,0,0,,,,
Angola,AGO,2011,,,,0,0,,,,
Angola,AGO,2012,,,,0,0,,,,
Angola,AGO,2013,,,,0,0,,,,
Angola,AGO,2014,,,,0,0,,,,
Angola,AGO,2015,,,,0,0,,,,
Angola,AGO,2016,,,,0,0,,,,
Angola,AGO,2017,,,,0,0,,,,
Angola,AGO,2018,,,,0,0,,,,
Angola,AGO,2019,,,,0,0,,,,
Angola,AGO,2020,,,,0,0,,,,
Angola,AGO,2021,,,,0,0,,,,
Angola,AGO,2022,,,,0,0,,,,
Angola,AGO,2023,,,,0,0,,,,
Angola,AGO,2024,,,,0,0,,,,
Argentina,ARG,1965,0,3.4031005,0,0,0,0,8.4550495,275.2159,41.234
Argentina,ARG,1966,0,3.4470282,0,0,0,0,6.971818,283.8763,44.6572
Argentina,ARG,1967,0,3.5297158,0,0,0,0,7.840397,290.73495,46.699448
Argentina,ARG,1968,0,4.160207,0,0,0,0,7.6190352,296.7972,51.999577
Argentina,ARG,1969,0,3.7312658,0,0,0,0,9.12217,308.01144,51.805077
Argentina,ARG,1970,0,4.325353,0,0,0,0.17575578,11.722599,278.4355,58.544502
Argentina,ARG,1971,0,4.294856,0,0,0,0.18434606,10.277542,296.50113,63.202774
Argentina,ARG,1972,0,4.1740174,0,0,0,0.2375856,8.651295,295.18622,70.92443
Argentina,ARG,1973,0,8.326193,0,0,0,0.18740703,9.496523,297.19867,80.70778
Argentina,ARG,1974,0,13.874063,0,2.8777778,0,0.1906351,11.825922,297.124,85.4244
Argentina,ARG,1975,0,14.429929,0,6.9916663,0,0.19996977,11.51094,280.82806,87.525
Argentina,ARG,1976,0,13.930284,0,7.1444445,0,0.19050796,11.642586,290.2354,98.51425
Argentina,ARG,1977,0,16.018833,0,4.547222,0,0.20000958,11.008503,305.6577,102.890495
Argentina,ARG,1978,0,21.518383,0,8.044444,0,0.19991502,13.419195,299.6695,100.070244
Argentina,ARG,1979,0,29.602535,0,7.477777,0,0.29682425,12.501674,320.9211,102.890495
Argentina,ARG,1980,0,42.058,0,6.4999995,0,0.3094301,11.144589,298.28055,112.12925
Argentina,ARG,1981,0,40.791096,0,7.8222218,0,0.2719313,10.560468,279.43146,117.18625
Argentina,ARG,1982,0,48.867207,0,5.194444,0,0.35929188,10.666077,268.86057,133.13525
Argentina,ARG,1983,0,51.162525,0,9.458333,0,0.48429877,9.679963,273.41653,143.152
Argentina,ARG,1984,0,55.216293,0,12.891665,0,0.3593389,7.1852236,260.50323,152.39075
Argentina,ARG,1985,0,57.369785,0,16.016665,0,0.37502003,10.599606,241.9803,155.69725
Argentina,ARG,1986,0,58.41735,0,15.863888,0,0.38746953,12.109349,250.56905,168.24251
Argentina,ARG,1987,0,60.868103,0,17.958334,0,0.3312072,13.439672,267.40317,168.33974
Argentina,ARG,1988,0,42.38651,0,16.105555,0,0.38425404,13.772349,269.00543,196.6395
Argentina,ARG,1989,0,36.631645,0,13.997222,0,0.33125484,14.902768,247.01988,206.559
Argentina,ARG,1990,0,49.203262,0,20.225,0,0.41569316,12.266132,230.57684,197.32025
Argentina,ARG,1991,0,44.081257,0,21.544443,0,0.4094003,10.794012,241.39496,200.9185
Argentina,ARG,1992,0,53.236362,0,19.669443,0,0.406206,12.168164,253.73552,217.2565
Argentina,ARG,1993,0,66.02307,0,21.527777,0,0.29998463,8.069987,248.76807,229.41275
Argentina,ARG,1994,0,75.79632,0,22.874998,0,0.30938876,7.0651073,263.91055,235.83125
Argentina,ARG,1995,0,73.62133,0,19.627777,0,0.37192538,7.4141526,261.95877,262.47775
Argentina,ARG,1996,0.026716666,62.421345,0,20.719444,0,0.6969395,7.766816,261.80048,301.18326
Argentina,ARG,1997,0.040533334,77.56851,0,22.113888,0,0.5586204,6.127714,279.52618,277.55148
Argentina,ARG,1998,0.09039166,73.54306,0.00004722222,20.702778,0,0.6465414,8.23741,289.11743,296.70975
Argentina,ARG,1999,0.09661389,59.435528,0.00007222222,19.738888,0,0.8187499,9.885469,296.58893,314.701
Argentina,ARG,2000,0.09655,79.37566,0.0001,17.158333,0,1.2063384,7.5126476,269.79562,322.96722
Argentina,ARG,2001,0.13635637,101.05021,0.000118784534,19.5,0,1.1343695,6.1568522,250.16501,302.35025
Argentina,ARG,2002,0.20110957,98.0242,0.00012876712,15.947945,0,1.656188,4.5862966,236.54623,294.37576
Argentina,ARG,2003,0.21240872,92.099655,0.00017711171,20.615803,0,2.7518704,5.593865,240.75447,336.2905
Argentina,ARG,2004,0.19633064,82.55394,0.00018970191,21.325203,0,2.7109761,9.519819,261.0261,368.09128
Argentina,ARG,2005,0.19279478,91.97886,0.00021774192,18.475807,0,2.8640618,10.961645,272.52386,392.89
Argentina,ARG,2006,0.18620321,101.64495,0.0002406417,20.644384,0,3.2697155,9.9238205,286.84134,406.505
Argentina,ARG,2007,0.16381118,83.03232,0.00028962767,19.292555,0,3.3464108,14.360361,316.03925,427.12198
Argentina,ARG,2008,0.11068886,82.3211,0.00037915568,19.509235,0,3.7686877,17.51607,318.08936,431.88724
Argentina,ARG,2009,0.09667067,90.86138,0.00019969553,21.477688,0,3.7154243,9.620938,301.67108,418.3556
Argentina,ARG,2010,0.06601981,86.87476,0.00022367187,18.776041,5.9234138,4.3042603,13.47208,325.73422,420.87415
Argentina,ARG,2011,0.068887435,80.79515,0.004181347,16.58031,8.673224,4.34224,14.618646,338.19656,438.3979
Argentina,ARG,2012,0.9532525,75.16598,0.021064347,16.5,10.397099,4.5409484,13.669181,360.93686,456.6421
Argentina,ARG,2013,1.1594753,83.81426,0.03855263,15.87468,11.902398,4.7715893,14.939303,410.6305,460.27692
Argentina,ARG,2014,1.5763129,82.48523,0.040569976,14.030534,13.891245,4.633831,15.891717,393.0657,461.5498
Argentina,ARG,2015,1.5021138,81.86701,0.03717215,17.820253,15.130985,4.648035,15.81413,400.8621,466.5257
Argentina,ARG,2016,1.3752738,74.75575,0.03586181,20.816582,16.037184,3.6781874,12.188642,389.2025,482.10013
Argentina,ARG,2017,1.5289176,78.98571,0.0410425,15.219999,18.427946,4.5678077,12.525288,377.06842,483.00027
Argentina,ARG,2018,3.5142858,80.29519,0.2689801,17.094528,17.594175,4.4288235,13.709148,356.3348,487.0214
Argentina,ARG,2019,12.366253,68.08045,1.9794502,20.89604,17.97012,4.6114106,8.123962,320.13205,465.58917
Argentina,ARG,2020,23.236145,58.443707,3.3194025,24.718224,9.645983,6.8735213,10.015325,282.3385,439.31247
Argentina,ARG,2021,31.865887,48.3941,5.4251704,25.048508,10.419529,7.0427136,14.052402,340.6155,459.3407
Argentina,ARG,2022,34.80342,55.94494,7.223781,18.351728,13.999567,7.494013,14.891581,383.51245,458.53778
Argentina,ARG,2023,35.313725,76.81319,7.9984097,21.861027,12.772841,7.511261,13.303794,370.75543,449.4753
Argentina,ARG,2024,39.432907,72.36291,9.671616,25.485405,14.633476,8.232407,9.952372,339.03214,456.22565
Asia,,1965,0,396.96075,0,0.06944444,0,0.3125,2604.7842,2249.215,94.06829
Asia,,1966,0,414.01544,0,1.6222222,0,0.38125,2753.7832,2581.3262,108.518105
Asia,,1967,0,386.8075,0,1.7472222,0,0.540625,2667.211,2914.7913,126.20213
Asia,,1968,0,429.948,0,2.8999999,0,0.559375,2708.1685,3263.2776,148.6373
Asia,,1969,0,446.34506,0,5.0188375,0,0.55625004,3056.8274,3828.2593,183.46782
Asia,,1970,0,456.8926,0,16.358728,0,1.2772,3440.9536,4448.1787,218.32819
Asia,,1971,0,499.77985,0,25.085781,0,1.2425344,3699.0317,4877.737,249.00731
Asia,,1972,0,516.8651,0,29.46374,0,1.3237219,3842.575,5359.248,276.8038
Asia,,1973,0,480.50812,0,33.445675,0,1.4093688,3932.5076,6035.336,338.35263
Asia,,1974,0,547.2598,0,61.18895,0,1.6079594,4027.638,5968.0273,400.50275
Asia,,1975,0,589.5468,0,77.43968,0,1.8703344,4352.3564,6064.072,459.15326
Asia,,1976,0,606.38983,0,103.47813,0,1.6517282,4453.9956,6553.718,511.22635
Asia,,1977,0,595.6796,0,94.4673,0,2.352419,4754.6685,6917.457,619.9248
Asia,,1978,0,627.38477,0,185.38345,0,3.0238874,4987.2344,7268.8726,733.8824
Asia,,1979,0,678.32526,0,228.53787,0,5.880225,5233.94,7446.092,894.37683
